risk_budget,method,seed,mean_success,ci95_success,mean_utility,ci95_utility,mean_fixed_risk_utility,ci95_fixed_risk_utility,mean_coverage,ci95_coverage,mean_risk_score,ci95_risk_score,mean_precondition_violation,ci95_precondition_violation,mean_damage_rate,ci95_damage_rate,mean_irreversible_commitment,ci95_irreversible_commitment,mean_wasted_action,ci95_wasted_action,groups
0.038,conformal_risk_tamp,7,0.435417,0.041293,0.197648,0.043308,-0.040385,0.001036,0.0,0.0,0.101924,0.00518,0.14379,0.00896,0.061255,0.002968,0.075072,0.00429,0.126983,0.007103,80
0.038,conformal_risk_tamp,8,0.45,0.044027,0.212566,0.046478,-0.040368,0.001004,0.0,0.0,0.101838,0.00502,0.143617,0.008751,0.061284,0.00263,0.074629,0.004367,0.127841,0.006835,80
0.038,conformal_risk_tamp,9,0.410417,0.046104,0.174455,0.050313,-0.040309,0.001022,0.0,0.0,0.101545,0.005109,0.142049,0.008727,0.061463,0.002984,0.075558,0.004482,0.126661,0.006836,80
0.038,smooth_precondition_world_model,0,0.452083,0.046195,0.17784,0.05158,-0.045003,0.001322,0.0,0.0,0.125015,0.00661,0.181035,0.010748,0.077851,0.004183,0.096532,0.006607,0.139607,0.00773,80
0.038,smooth_precondition_world_model,1,0.452083,0.043948,0.177204,0.048485,-0.044897,0.001312,0.0,0.0,0.124484,0.006558,0.179159,0.010588,0.078391,0.004002,0.096041,0.006707,0.139133,0.007949,80
0.038,smooth_precondition_world_model,2,0.452083,0.052363,0.179255,0.05656,-0.044954,0.001326,0.0,0.0,0.124771,0.006629,0.180495,0.010717,0.078122,0.004177,0.096394,0.006776,0.139437,0.007829,80
0.038,smooth_precondition_world_model,3,0.470833,0.045674,0.195183,0.051775,-0.044984,0.001314,0.0,0.0,0.124918,0.006571,0.180703,0.010832,0.078026,0.004078,0.095887,0.006652,0.140625,0.007698,80
0.038,smooth_precondition_world_model,4,0.44375,0.045366,0.172165,0.05075,-0.044857,0.001325,0.0,0.0,0.124285,0.006623,0.179541,0.010826,0.077992,0.004074,0.095705,0.006649,0.138356,0.007945,80
0.038,smooth_precondition_world_model,5,0.429167,0.048541,0.158593,0.0532,-0.044908,0.001303,0.0,0.0,0.12454,0.006515,0.179321,0.010471,0.077967,0.004063,0.096477,0.006606,0.139443,0.007839,80
0.038,smooth_precondition_world_model,6,0.439583,0.043581,0.167331,0.047516,-0.044905,0.001303,0.0,0.0,0.124525,0.006515,0.179879,0.010715,0.078136,0.003892,0.095785,0.006611,0.139127,0.007721,80
0.038,smooth_precondition_world_model,7,0.420833,0.051968,0.147796,0.058034,-0.044951,0.001297,0.0,0.0,0.124754,0.006484,0.18014,0.010436,0.078193,0.004019,0.096642,0.006632,0.138768,0.007675,80
0.038,smooth_precondition_world_model,8,0.495833,0.050984,0.221131,0.054392,-0.044947,0.001314,0.0,0.0,0.124733,0.006571,0.180027,0.010739,0.078383,0.00419,0.096313,0.006616,0.139108,0.007843,80
0.038,smooth_precondition_world_model,9,0.429167,0.045303,0.153312,0.05116,-0.044977,0.001314,0.0,0.0,0.124887,0.006569,0.180642,0.01063,0.07857,0.004168,0.096488,0.006575,0.138243,0.007788,80
0.038,contact_implicit_tamp,0,0.495833,0.041895,0.271507,0.045139,-0.040194,0.001014,0.0,0.0,0.100971,0.005072,0.134128,0.00812,0.065416,0.003104,0.080491,0.005001,0.116347,0.006425,80
0.038,contact_implicit_tamp,1,0.491667,0.045349,0.265977,0.047764,-0.040322,0.001012,0.0,0.0,0.101612,0.005061,0.135612,0.008105,0.065442,0.003151,0.08064,0.005128,0.118684,0.006309,80
0.038,contact_implicit_tamp,2,0.466667,0.044787,0.241405,0.050113,-0.040285,0.001003,0.0,0.0,0.101425,0.005016,0.13579,0.008143,0.065137,0.003167,0.080547,0.005014,0.117652,0.006048,80
0.038,contact_implicit_tamp,3,0.48125,0.047564,0.257477,0.048057,-0.04018,0.001004,0.0,0.0,0.100901,0.005018,0.13423,0.008098,0.064903,0.003092,0.080188,0.004992,0.117969,0.006274,80
0.038,contact_implicit_tamp,4,0.485417,0.048339,0.261083,0.053008,-0.040223,0.000996,0.0,0.0,0.101115,0.004979,0.13489,0.008003,0.065378,0.003006,0.079487,0.004951,0.117406,0.00627,80
0.038,contact_implicit_tamp,5,0.475,0.049343,0.250275,0.052596,-0.040334,0.001013,0.0,0.0,0.10167,0.005065,0.135998,0.007953,0.066334,0.003225,0.079744,0.005221,0.117687,0.006227,80
0.038,contact_implicit_tamp,6,0.4625,0.047911,0.236876,0.050816,-0.040283,0.001009,0.0,0.0,0.101413,0.005044,0.135986,0.008015,0.064837,0.003212,0.080483,0.005147,0.117744,0.006197,80
0.038,contact_implicit_tamp,7,0.475,0.043136,0.248427,0.047108,-0.040408,0.001008,0.0,0.0,0.10204,0.005038,0.136186,0.007973,0.066387,0.003196,0.080012,0.004988,0.119699,0.006202,80
0.038,contact_implicit_tamp,8,0.477083,0.045662,0.251428,0.046632,-0.040376,0.00102,0.0,0.0,0.101878,0.005101,0.136338,0.00808,0.065981,0.003279,0.080435,0.005087,0.118578,0.006244,80
0.038,contact_implicit_tamp,9,0.45,0.042465,0.225885,0.046249,-0.040234,0.001018,0.0,0.0,0.10117,0.005088,0.135071,0.008259,0.065095,0.00314,0.079678,0.004964,0.118459,0.006265,80
0.038,contingent_pomdp_tamp,0,0.508333,0.048236,0.325503,0.052232,-0.037392,0.000814,0.0,0.0,0.08696,0.00407,0.111956,0.006904,0.058852,0.002682,0.070583,0.004097,0.100539,0.004913,80
0.038,contingent_pomdp_tamp,1,0.495833,0.039829,0.312564,0.04227,-0.037423,0.000814,0.0,0.0,0.087116,0.004071,0.112509,0.006899,0.059083,0.002759,0.070739,0.004055,0.10081,0.004869,80
0.038,contingent_pomdp_tamp,2,0.466667,0.042861,0.282762,0.043727,-0.037465,0.000804,0.0,0.0,0.087323,0.004019,0.113145,0.006785,0.058787,0.002589,0.070835,0.004026,0.101052,0.004705,80
0.038,contingent_pomdp_tamp,3,0.497917,0.0417,0.314464,0.044103,-0.037432,0.000822,0.0,0.0,0.087158,0.00411,0.113127,0.006887,0.059069,0.002656,0.070443,0.0041,0.100138,0.00472,80
0.038,contingent_pomdp_tamp,4,0.516667,0.047424,0.332904,0.050002,-0.037442,0.000821,0.0,0.0,0.08721,0.004107,0.113839,0.006827,0.058927,0.002911,0.070275,0.004155,0.099481,0.004757,80
0.038,contingent_pomdp_tamp,5,0.547917,0.04117,0.364409,0.043852,-0.037348,0.000816,0.0,0.0,0.086738,0.004081,0.113088,0.006979,0.058203,0.002523,0.069864,0.00412,0.100322,0.004752,80
0.038,contingent_pomdp_tamp,6,0.510417,0.049084,0.326862,0.050698,-0.037418,0.00083,0.0,0.0,0.087088,0.004149,0.113522,0.006995,0.059375,0.002668,0.069996,0.004096,0.099343,0.004889,80
0.038,contingent_pomdp_tamp,7,0.4625,0.043477,0.279906,0.045593,-0.037357,0.000836,0.0,0.0,0.086783,0.004178,0.112826,0.007063,0.058483,0.002734,0.070384,0.0043,0.099206,0.004787,80
0.038,contingent_pomdp_tamp,8,0.5125,0.044928,0.328634,0.045202,-0.037455,0.000834,0.0,0.0,0.087275,0.004168,0.113663,0.006886,0.059085,0.002671,0.070799,0.00422,0.100278,0.004989,80
0.038,contingent_pomdp_tamp,9,0.522917,0.044158,0.338748,0.046764,-0.037489,0.000815,0.0,0.0,0.087444,0.004073,0.11352,0.006845,0.059285,0.002665,0.07066,0.004034,0.100046,0.004763,80
0.038,risk_aware_tamp,0,0.45,0.044787,0.257582,0.048088,-0.023469,0.019045,0.025,0.034428,0.084434,0.004046,0.115849,0.007366,0.049719,0.002097,0.061163,0.00327,0.106901,0.005525,80
0.038,risk_aware_tamp,1,0.50625,0.04327,0.313911,0.044629,-0.024946,0.023608,0.0125,0.0245,0.084328,0.003874,0.116456,0.00712,0.048719,0.002055,0.061691,0.003106,0.106662,0.00516,80
0.038,risk_aware_tamp,2,0.49375,0.044425,0.301676,0.046278,-0.036828,0.00079,0.0,0.0,0.084138,0.003952,0.116106,0.007238,0.048828,0.002121,0.061031,0.00335,0.107283,0.005147,80
0.038,risk_aware_tamp,3,0.5,0.046851,0.307242,0.049706,-0.036931,0.000793,0.0,0.0,0.084653,0.003965,0.117152,0.007269,0.048651,0.002018,0.06241,0.003202,0.106434,0.005305,80
0.038,risk_aware_tamp,4,0.5375,0.047201,0.345322,0.051348,-0.036849,0.000766,0.0,0.0,0.084245,0.00383,0.116028,0.007147,0.048771,0.001993,0.061854,0.003061,0.105892,0.005238,80
0.038,risk_aware_tamp,5,0.464583,0.048164,0.271802,0.050644,-0.03689,0.000781,0.0,0.0,0.08445,0.003907,0.11655,0.007275,0.049309,0.001754,0.060896,0.003279,0.107637,0.005212,80
0.038,risk_aware_tamp,6,0.514583,0.037747,0.321806,0.040555,-0.036886,0.000787,0.0,0.0,0.084429,0.003934,0.116867,0.007403,0.048823,0.00195,0.061392,0.00308,0.106674,0.00526,80
0.038,risk_aware_tamp,7,0.491667,0.040219,0.29949,0.043025,-0.029128,0.015415,0.0125,0.0245,0.084323,0.003918,0.115723,0.007196,0.048939,0.002009,0.061915,0.003184,0.107012,0.005265,80
0.038,risk_aware_tamp,8,0.50625,0.047723,0.313298,0.050049,-0.036944,0.000779,0.0,0.0,0.08472,0.003894,0.116139,0.007232,0.050188,0.001988,0.061642,0.003171,0.106977,0.005289,80
0.038,risk_aware_tamp,9,0.489583,0.045142,0.297375,0.04651,-0.03687,0.000776,0.0,0.0,0.084351,0.003881,0.116745,0.007249,0.047835,0.001987,0.062205,0.003299,0.107753,0.005191,80
0.038,learned_contact_belief_state,0,0.535417,0.042976,0.372131,0.042846,-0.036619,0.000781,0.0,0.0,0.083096,0.003905,0.101595,0.005985,0.059925,0.002858,0.074223,0.004374,0.093857,0.004676,80
0.038,learned_contact_belief_state,1,0.5125,0.043786,0.349736,0.046458,-0.036551,0.000759,0.0,0.0,0.082756,0.003796,0.100899,0.005912,0.060074,0.002691,0.073569,0.004261,0.092983,0.004581,80
0.038,learned_contact_belief_state,2,0.529167,0.046407,0.366384,0.049056,-0.026422,0.020052,0.0125,0.0245,0.082638,0.003917,0.101407,0.006236,0.05937,0.002746,0.073223,0.004504,0.093419,0.004325,80
0.038,learned_contact_belief_state,3,0.508333,0.051944,0.346382,0.054768,-0.036477,0.000781,0.0,0.0,0.082384,0.003905,0.100116,0.00591,0.059531,0.002914,0.073768,0.00455,0.09319,0.004539,80
0.038,learned_contact_belief_state,4,0.525,0.041541,0.362916,0.044057,-0.03654,0.000767,0.0,0.0,0.082699,0.003837,0.100835,0.005994,0.059921,0.002745,0.073614,0.004313,0.092344,0.00463,80
0.038,learned_contact_belief_state,5,0.516667,0.045978,0.354842,0.048378,-0.036488,0.000765,0.0,0.0,0.082441,0.003823,0.100214,0.005823,0.059745,0.002707,0.073594,0.004518,0.092104,0.004443,80
0.038,learned_contact_belief_state,6,0.547917,0.046559,0.386395,0.047208,-0.036432,0.000766,0.0,0.0,0.082158,0.00383,0.099973,0.005914,0.058615,0.002708,0.073907,0.004574,0.093507,0.004368,80
0.038,learned_contact_belief_state,7,0.49375,0.047368,0.330714,0.050566,-0.03655,0.000775,0.0,0.0,0.082748,0.003873,0.101035,0.005955,0.059466,0.002801,0.073121,0.004364,0.09364,0.004503,80
0.038,learned_contact_belief_state,8,0.508333,0.051618,0.345695,0.053391,-0.03653,0.000795,0.0,0.0,0.082651,0.003975,0.100951,0.006116,0.059752,0.002845,0.072834,0.004579,0.093494,0.0045,80
0.038,learned_contact_belief_state,9,0.522917,0.046758,0.360611,0.049707,-0.036543,0.000786,0.0,0.0,0.082713,0.00393,0.100712,0.006097,0.060173,0.002776,0.073341,0.004385,0.092949,0.004641,80
0.038,damage_aware_planner,0,0.491667,0.042663,0.285826,0.043553,-0.037648,0.000842,0.0,0.0,0.088239,0.004211,0.130144,0.008146,0.044883,0.001786,0.061964,0.003318,0.111872,0.005708,80
0.038,damage_aware_planner,1,0.485417,0.046195,0.279568,0.047884,-0.037591,0.000843,0.0,0.0,0.087956,0.004216,0.128945,0.008061,0.04534,0.001882,0.061334,0.003257,0.111382,0.005704,80
0.038,damage_aware_planner,2,0.429167,0.047486,0.223196,0.048172,-0.037615,0.00084,0.0,0.0,0.088075,0.004199,0.129545,0.008045,0.045116,0.001681,0.062372,0.003221,0.110875,0.005814,80
0.038,damage_aware_planner,3,0.477083,0.047118,0.271662,0.049114,-0.037601,0.000832,0.0,0.0,0.088005,0.004158,0.129083,0.007797,0.045252,0.001947,0.061745,0.003428,0.112213,0.005565,80
0.038,damage_aware_planner,4,0.46875,0.040717,0.263422,0.042469,-0.037595,0.000825,0.0,0.0,0.087974,0.004124,0.130074,0.008118,0.044305,0.001654,0.062066,0.003183,0.111252,0.00564,80
0.038,damage_aware_planner,5,0.460417,0.041191,0.255198,0.042054,-0.037554,0.000835,0.0,0.0,0.087768,0.004175,0.128671,0.008087,0.045521,0.001702,0.061292,0.003386,0.111297,0.005583,80
0.038,damage_aware_planner,6,0.495833,0.049642,0.289995,0.052171,-0.037612,0.000825,0.0,0.0,0.08806,0.004123,0.129276,0.008019,0.045303,0.001647,0.061607,0.003366,0.112165,0.005584,80
0.038,damage_aware_planner,7,0.4625,0.041081,0.257149,0.044541,-0.037545,0.00082,0.0,0.0,0.087723,0.004099,0.128856,0.007955,0.044874,0.001684,0.061385,0.003261,0.111,0.005605,80
0.038,damage_aware_planner,8,0.479167,0.044399,0.274141,0.046458,-0.037587,0.000822,0.0,0.0,0.087937,0.004109,0.129086,0.007981,0.045202,0.001749,0.061191,0.003081,0.111965,0.00572,80
0.038,damage_aware_planner,9,0.527083,0.04592,0.321245,0.047453,-0.037621,0.000839,0.0,0.0,0.088105,0.004196,0.129099,0.008028,0.04514,0.001751,0.062355,0.003256,0.111803,0.005805,80
0.038,proposed_contact_belief_tamp_v4,0,0.56875,0.045272,0.473487,0.046084,0.013133,0.03691,0.075,0.058082,0.062586,0.002524,0.062979,0.003866,0.04451,0.001637,0.061153,0.003226,0.072487,0.003114,80
0.038,proposed_contact_belief_tamp_v4,1,0.575,0.046088,0.477954,0.047488,0.021384,0.040466,0.0875,0.062311,0.063282,0.002623,0.063425,0.003879,0.04528,0.001829,0.061632,0.003184,0.073711,0.003124,80
0.038,proposed_contact_belief_tamp_v4,2,0.55625,0.039815,0.459129,0.040125,0.012925,0.034091,0.0875,0.062311,0.063345,0.00262,0.063014,0.003915,0.046239,0.001847,0.061353,0.003303,0.074188,0.003233,80
0.038,proposed_contact_belief_tamp_v4,3,0.53125,0.04274,0.434453,0.042801,-0.001602,0.026851,0.075,0.058082,0.06337,0.002595,0.063884,0.003982,0.045696,0.001734,0.061917,0.003327,0.072831,0.002871,80
0.038,proposed_contact_belief_tamp_v4,4,0.566667,0.040926,0.471413,0.041908,0.023653,0.042578,0.0875,0.062311,0.062643,0.002618,0.061826,0.004088,0.044569,0.001853,0.062208,0.003271,0.0729,0.003005,80
0.038,proposed_contact_belief_tamp_v4,5,0.55625,0.044615,0.460266,0.045437,0.01098,0.039468,0.0625,0.053379,0.062977,0.002578,0.062555,0.003879,0.045116,0.001724,0.0622,0.003347,0.073168,0.002743,80
0.038,proposed_contact_belief_tamp_v4,6,0.566667,0.042146,0.470207,0.042448,0.015059,0.038385,0.075,0.058082,0.063134,0.002576,0.063062,0.004001,0.044907,0.001728,0.061458,0.003099,0.074201,0.003044,80
0.038,proposed_contact_belief_tamp_v4,7,0.527083,0.047011,0.430322,0.047291,0.008853,0.030714,0.0875,0.062311,0.063294,0.002635,0.062514,0.004101,0.045868,0.001779,0.062526,0.003194,0.073631,0.002874,80
0.038,proposed_contact_belief_tamp_v4,8,0.55625,0.043851,0.459845,0.045111,0.015234,0.03849,0.075,0.058082,0.062957,0.002618,0.062669,0.004072,0.045236,0.001636,0.061547,0.003389,0.073935,0.002905,80
0.038,proposed_contact_belief_tamp_v4,9,0.59375,0.042641,0.497696,0.043901,0.019215,0.038994,0.0875,0.062311,0.062946,0.002617,0.061976,0.003978,0.045538,0.001771,0.062038,0.00328,0.072953,0.003037,80
0.038,contact_belief_branch_audit_v5,0,0.63125,0.047457,0.613704,0.048049,0.508932,0.07075,0.825,0.083789,0.032213,0.001348,0.01873,0.00216,0.025584,0.001136,0.033992,0.001793,0.045871,0.001857,80
0.038,contact_belief_branch_audit_v5,1,0.633333,0.043642,0.615456,0.043709,0.50297,0.069259,0.8125,0.086071,0.03234,0.001395,0.018032,0.002162,0.025755,0.00125,0.03386,0.001754,0.047404,0.002131,80
0.038,contact_belief_branch_audit_v5,2,0.641667,0.044294,0.623459,0.044573,0.50258,0.070632,0.8,0.088207,0.032417,0.001329,0.018987,0.002135,0.025549,0.001182,0.033866,0.001792,0.047225,0.001881,80
0.038,contact_belief_branch_audit_v5,3,0.629167,0.045748,0.611233,0.045511,0.512586,0.065839,0.8375,0.081351,0.032557,0.001344,0.018916,0.002193,0.02584,0.001108,0.033756,0.00194,0.047579,0.001906,80
0.038,contact_belief_branch_audit_v5,4,0.625,0.042106,0.607836,0.042644,0.546603,0.060598,0.8875,0.069679,0.031953,0.00128,0.017991,0.00209,0.024423,0.001024,0.034444,0.001897,0.047315,0.001717,80
0.038,contact_belief_branch_audit_v5,5,0.629167,0.044627,0.61229,0.044284,0.550724,0.060352,0.9,0.066155,0.031872,0.001264,0.018414,0.002188,0.025123,0.001087,0.033003,0.001626,0.046242,0.001853,80
0.038,contact_belief_branch_audit_v5,6,0.6375,0.040166,0.619838,0.040644,0.508823,0.066018,0.825,0.083789,0.032068,0.001289,0.019003,0.002058,0.02475,0.001081,0.033495,0.001776,0.046803,0.001833,80
0.038,contact_belief_branch_audit_v5,7,0.635417,0.041538,0.617119,0.042611,0.533414,0.064481,0.8375,0.081351,0.032433,0.001328,0.019528,0.002158,0.025593,0.001269,0.033604,0.001825,0.04653,0.001688,80
0.038,contact_belief_branch_audit_v5,8,0.610417,0.044615,0.593003,0.044883,0.511124,0.061179,0.8625,0.07594,0.032281,0.001286,0.018204,0.002064,0.025869,0.000996,0.033993,0.001935,0.046378,0.001733,80
0.038,contact_belief_branch_audit_v5,9,0.627083,0.043967,0.609925,0.043893,0.538262,0.060168,0.8875,0.069679,0.032009,0.001256,0.017528,0.001978,0.025037,0.001191,0.034689,0.001741,0.046975,0.001794,80
0.038,oracle_contact_outcome_planner,0,0.689583,0.038871,0.661901,0.039174,0.240818,0.079507,0.375,0.106757,0.038594,0.00109,0.021884,0.001801,0.033974,0.001081,0.042888,0.00143,0.049323,0.001744,80
0.038,oracle_contact_outcome_planner,1,0.65625,0.044766,0.628135,0.044837,0.255234,0.077855,0.425,0.109011,0.038678,0.000988,0.021927,0.001921,0.034147,0.00108,0.042443,0.001478,0.050082,0.001178,80
0.038,oracle_contact_outcome_planner,2,0.627083,0.044349,0.59912,0.044313,0.215767,0.075228,0.375,0.106757,0.038756,0.00105,0.021284,0.001966,0.034755,0.001109,0.042116,0.001522,0.050391,0.001264,80
0.038,oracle_contact_outcome_planner,3,0.660417,0.039603,0.632271,0.039655,0.246955,0.077793,0.4125,0.108557,0.038704,0.001092,0.023275,0.001762,0.03412,0.001257,0.041682,0.001502,0.049505,0.001502,80
0.038,oracle_contact_outcome_planner,4,0.65625,0.044005,0.628528,0.044353,0.2472,0.07992,0.4,0.108031,0.038592,0.001053,0.022513,0.001785,0.03398,0.00107,0.04163,0.001705,0.050309,0.001422,80
0.038,oracle_contact_outcome_planner,5,0.6625,0.042296,0.635532,0.042474,0.274647,0.078728,0.4625,0.109948,0.038336,0.00099,0.021428,0.001928,0.033516,0.000993,0.042547,0.001529,0.049774,0.001318,80
0.038,oracle_contact_outcome_planner,6,0.65625,0.035984,0.62904,0.036225,0.257624,0.077121,0.425,0.109011,0.038388,0.001041,0.021731,0.001575,0.033317,0.001053,0.0431,0.00169,0.049647,0.001368,80
0.038,oracle_contact_outcome_planner,7,0.670833,0.040668,0.642473,0.040336,0.236466,0.073639,0.425,0.109011,0.038795,0.000983,0.021936,0.00153,0.034623,0.001112,0.042057,0.001425,0.050432,0.001593,80
0.038,oracle_contact_outcome_planner,8,0.69375,0.047723,0.666751,0.048325,0.274817,0.08693,0.4125,0.108557,0.038439,0.001108,0.021524,0.001794,0.034015,0.0012,0.042339,0.00155,0.048992,0.001407,80
0.038,oracle_contact_outcome_planner,9,0.677083,0.039131,0.648893,0.039406,0.200946,0.073206,0.3375,0.104273,0.038767,0.001054,0.022189,0.001679,0.034327,0.001205,0.042853,0.001496,0.04935,0.001517,80
0.038,oracle_hybrid_contact_planner,0,0.7,0.047353,0.687268,0.047777,0.57837,0.070603,0.85,0.07874,0.034004,0.000857,0.01435,0.001287,0.031539,0.001056,0.038546,0.001296,0.044422,0.001386,80
0.038,oracle_hybrid_contact_planner,1,0.704167,0.043087,0.691473,0.043411,0.628799,0.063816,0.9,0.066155,0.033595,0.000785,0.013537,0.001399,0.03122,0.000969,0.037569,0.001284,0.045081,0.001112,80
0.038,oracle_hybrid_contact_planner,2,0.677083,0.044387,0.663794,0.044403,0.605226,0.061162,0.9125,0.062311,0.033953,0.000702,0.013636,0.001335,0.031811,0.00095,0.038112,0.001192,0.045552,0.001054,80
0.038,oracle_hybrid_contact_planner,3,0.71875,0.043329,0.706121,0.043671,0.668467,0.058348,0.9375,0.053379,0.033567,0.00072,0.012581,0.001384,0.032016,0.000969,0.037607,0.001214,0.045417,0.001154,80
0.038,oracle_hybrid_contact_planner,4,0.7125,0.04149,0.698855,0.041734,0.621666,0.064156,0.8875,0.069679,0.034169,0.000734,0.013975,0.001429,0.032165,0.001026,0.03885,0.0013,0.045142,0.00105,80
0.038,oracle_hybrid_contact_planner,5,0.691667,0.041945,0.678088,0.041919,0.598867,0.063387,0.8875,0.069679,0.034123,0.000738,0.015115,0.001424,0.03125,0.001022,0.038232,0.001243,0.045561,0.001129,80
0.038,oracle_hybrid_contact_planner,6,0.7,0.036936,0.68668,0.037047,0.62208,0.057553,0.9125,0.062311,0.033871,0.000743,0.014195,0.00136,0.031189,0.000931,0.03875,0.001076,0.044718,0.001241,80
0.038,oracle_hybrid_contact_planner,7,0.677083,0.039131,0.663953,0.039625,0.609591,0.056682,0.9125,0.062311,0.033756,0.000738,0.01344,0.001215,0.031834,0.000952,0.037678,0.00123,0.045512,0.001192,80
0.038,oracle_hybrid_contact_planner,8,0.697917,0.041129,0.684749,0.041351,0.620097,0.061962,0.9,0.066155,0.034008,0.00073,0.014565,0.001297,0.031439,0.000829,0.038093,0.001192,0.044884,0.001205,80
0.038,oracle_hybrid_contact_planner,9,0.664583,0.044063,0.651133,0.044412,0.590518,0.061733,0.9,0.066155,0.034019,0.000746,0.014813,0.001417,0.031296,0.001051,0.038053,0.001186,0.044989,0.00103,80
0.042,deterministic_symbolic_tamp,0,0.3,0.044027,-0.041281,0.043599,-0.052494,0.001811,0.0,0.0,0.162469,0.009056,0.245996,0.014373,0.103706,0.00597,0.118491,0.008999,0.176197,0.010683,80
0.042,deterministic_symbolic_tamp,1,0.316667,0.043331,-0.029725,0.047248,-0.052598,0.001823,0.0,0.0,0.162992,0.009117,0.246893,0.014449,0.103641,0.005971,0.118989,0.009039,0.177732,0.010787,80
0.042,deterministic_symbolic_tamp,2,0.347917,0.039921,-0.000546,0.043722,-0.052566,0.001828,0.0,0.0,0.162829,0.009139,0.247859,0.014526,0.102784,0.005935,0.119381,0.008831,0.176596,0.011015,80
0.042,deterministic_symbolic_tamp,3,0.354167,0.042455,-0.001723,0.04693,-0.052537,0.001818,0.0,0.0,0.162683,0.009091,0.247071,0.014584,0.103073,0.005972,0.118802,0.00887,0.176804,0.01073,80
0.042,deterministic_symbolic_tamp,4,0.364583,0.043909,0.009823,0.048926,-0.052547,0.001807,0.0,0.0,0.162733,0.009033,0.245873,0.014431,0.104473,0.005923,0.118927,0.008987,0.176725,0.010561,80
0.042,deterministic_symbolic_tamp,5,0.310417,0.042996,-0.034664,0.046263,-0.052482,0.001807,0.0,0.0,0.162411,0.009037,0.24569,0.014407,0.103733,0.005877,0.119329,0.008992,0.175961,0.010841,80
0.042,deterministic_symbolic_tamp,6,0.333333,0.050326,-0.01223,0.055469,-0.052686,0.00182,0.0,0.0,0.163429,0.009101,0.248138,0.014813,0.104327,0.005807,0.119368,0.008893,0.176981,0.010615,80
0.042,deterministic_symbolic_tamp,7,0.34375,0.048391,-0.003973,0.05243,-0.052637,0.001825,0.0,0.0,0.163185,0.009124,0.246823,0.014496,0.103931,0.005926,0.120169,0.009013,0.17646,0.010888,80
0.042,deterministic_symbolic_tamp,8,0.320833,0.046407,-0.02058,0.049055,-0.052595,0.001809,0.0,0.0,0.162975,0.009046,0.247053,0.014479,0.103896,0.005886,0.118971,0.008875,0.17702,0.010935,80
0.042,deterministic_symbolic_tamp,9,0.295833,0.041895,-0.044313,0.044048,-0.052573,0.001793,0.0,0.0,0.162865,0.008963,0.246071,0.014446,0.103551,0.00572,0.11939,0.008957,0.177124,0.010574,80
0.042,robust_geometric_tamp,0,0.404167,0.049232,0.087462,0.054357,-0.047362,0.001481,0.0,0.0,0.136812,0.007405,0.207234,0.012576,0.081099,0.004288,0.096641,0.00664,0.158399,0.009281,80
0.042,robust_geometric_tamp,1,0.404167,0.040998,0.080283,0.049492,-0.047394,0.001444,0.0,0.0,0.136971,0.007218,0.207931,0.012131,0.080545,0.004234,0.096741,0.006638,0.159197,0.008998,80
0.042,robust_geometric_tamp,2,0.402083,0.041781,0.080511,0.044585,-0.047393,0.001464,0.0,0.0,0.136964,0.00732,0.208246,0.012337,0.081086,0.004417,0.096858,0.006547,0.157322,0.009051,80
0.042,robust_geometric_tamp,3,0.370833,0.040668,0.047238,0.049944,-0.047405,0.001475,0.0,0.0,0.137024,0.007373,0.207423,0.012465,0.080811,0.004422,0.097141,0.006639,0.158801,0.009276,80
0.042,robust_geometric_tamp,4,0.4125,0.050652,0.097471,0.053965,-0.047487,0.001479,0.0,0.0,0.137436,0.007396,0.208447,0.012557,0.081621,0.004465,0.097456,0.006561,0.15867,0.009195,80
0.042,robust_geometric_tamp,5,0.375,0.045941,0.060324,0.047402,-0.047402,0.001455,0.0,0.0,0.137011,0.007274,0.207613,0.012536,0.08101,0.00417,0.09689,0.006623,0.159076,0.009028,80
0.042,robust_geometric_tamp,6,0.4,0.044485,0.078188,0.049361,-0.04744,0.001472,0.0,0.0,0.1372,0.007359,0.208201,0.012415,0.08118,0.004343,0.097265,0.006765,0.158648,0.009224,80
0.042,robust_geometric_tamp,7,0.358333,0.04505,0.035559,0.049677,-0.047435,0.001469,0.0,0.0,0.137174,0.007345,0.207609,0.012434,0.081878,0.004292,0.096661,0.00677,0.158797,0.009286,80
0.042,robust_geometric_tamp,8,0.366667,0.046634,0.046485,0.046572,-0.047448,0.00147,0.0,0.0,0.137242,0.00735,0.20767,0.012448,0.081325,0.004301,0.097825,0.006706,0.157908,0.009327,80
0.042,robust_geometric_tamp,9,0.385417,0.043717,0.063149,0.04914,-0.047326,0.001467,0.0,0.0,0.136629,0.007337,0.206583,0.012357,0.081062,0.004307,0.097034,0.006718,0.157988,0.009255,80
0.042,receding_horizon_mpc,0,0.4125,0.047201,0.126055,0.049202,-0.045227,0.001324,0.0,0.0,0.126133,0.006621,0.18106,0.010793,0.078665,0.004172,0.095896,0.006567,0.144346,0.007967,80
0.042,receding_horizon_mpc,1,0.4375,0.042056,0.150417,0.047092,-0.045312,0.001322,0.0,0.0,0.126561,0.00661,0.181583,0.010778,0.07936,0.004052,0.095859,0.006628,0.144425,0.00806,80
