ablation,task,regime,split,seed,episodes,success,success_probability,precondition_violation,belief_ece,recovery_success,damage_rate,wasted_action,intervention_cost,data_efficiency_proxy
minus_contact_probe_selector,tool_levering,hidden_friction,combined_stress,4,84,0.631,0.5255,0.0881,0.0897,0.5095,0.0505,0.0734,0.1775,0.5366
minus_contact_probe_selector,tool_levering,hidden_friction,combined_stress,5,84,0.5595,0.5206,0.089,0.0924,0.5085,0.0516,0.0713,0.1775,0.5681
minus_contact_probe_selector,tool_levering,hidden_friction,combined_stress,6,84,0.5476,0.5141,0.0824,0.093,0.4893,0.0576,0.0729,0.1775,0.555
minus_contact_probe_selector,tool_levering,pose_ambiguity,combined_stress,0,84,0.5119,0.5237,0.0653,0.0894,0.4819,0.0586,0.0786,0.1784,0.5541
minus_contact_probe_selector,tool_levering,pose_ambiguity,combined_stress,1,84,0.5,0.5352,0.0691,0.099,0.4839,0.0575,0.0922,0.1784,0.56
minus_contact_probe_selector,tool_levering,pose_ambiguity,combined_stress,2,84,0.5238,0.5323,0.0781,0.0963,0.5006,0.0651,0.0806,0.1784,0.5616
minus_contact_probe_selector,tool_levering,pose_ambiguity,combined_stress,3,84,0.4643,0.5257,0.068,0.0994,0.4832,0.0538,0.0837,0.1784,0.5459
minus_contact_probe_selector,tool_levering,pose_ambiguity,combined_stress,4,84,0.4524,0.5225,0.0745,0.0824,0.4915,0.0588,0.0859,0.1784,0.5658
minus_contact_probe_selector,tool_levering,pose_ambiguity,combined_stress,5,84,0.5,0.5178,0.077,0.0906,0.4865,0.0518,0.0787,0.1784,0.5641
minus_contact_probe_selector,tool_levering,pose_ambiguity,combined_stress,6,84,0.5595,0.5365,0.069,0.0899,0.4894,0.0576,0.0809,0.1784,0.5576
minus_contact_probe_selector,tool_levering,compliance_ambiguity,combined_stress,0,84,0.5119,0.5203,0.0758,0.0978,0.4928,0.0587,0.096,0.1794,0.5567
minus_contact_probe_selector,tool_levering,compliance_ambiguity,combined_stress,1,84,0.5,0.5235,0.08,0.0961,0.5063,0.063,0.1063,0.1794,0.5595
minus_contact_probe_selector,tool_levering,compliance_ambiguity,combined_stress,2,84,0.5714,0.5081,0.0804,0.0936,0.4863,0.0676,0.0985,0.1794,0.5628
minus_contact_probe_selector,tool_levering,compliance_ambiguity,combined_stress,3,84,0.5238,0.5103,0.0928,0.0925,0.4816,0.0654,0.0978,0.1794,0.5625
minus_contact_probe_selector,tool_levering,compliance_ambiguity,combined_stress,4,84,0.6071,0.517,0.0816,0.0935,0.4668,0.0565,0.0915,0.1794,0.5689
minus_contact_probe_selector,tool_levering,compliance_ambiguity,combined_stress,5,84,0.5,0.5299,0.0795,0.0937,0.4743,0.0547,0.1009,0.1794,0.5457
minus_contact_probe_selector,tool_levering,compliance_ambiguity,combined_stress,6,84,0.5952,0.512,0.0904,0.0969,0.4819,0.0624,0.0952,0.1794,0.5517
minus_contact_probe_selector,tool_levering,jamming_ambiguity,combined_stress,0,84,0.5595,0.4986,0.0912,0.1079,0.4696,0.0713,0.1159,0.1798,0.5577
minus_contact_probe_selector,tool_levering,jamming_ambiguity,combined_stress,1,84,0.5833,0.5155,0.0865,0.0967,0.4807,0.0607,0.1137,0.1798,0.554
minus_contact_probe_selector,tool_levering,jamming_ambiguity,combined_stress,2,84,0.5119,0.514,0.0851,0.1006,0.477,0.0591,0.1137,0.1798,0.5585
minus_contact_probe_selector,tool_levering,jamming_ambiguity,combined_stress,3,84,0.4286,0.5183,0.084,0.098,0.4872,0.0709,0.1059,0.1798,0.5504
minus_contact_probe_selector,tool_levering,jamming_ambiguity,combined_stress,4,84,0.5595,0.5087,0.098,0.0967,0.482,0.067,0.113,0.1798,0.5621
minus_contact_probe_selector,tool_levering,jamming_ambiguity,combined_stress,5,84,0.5476,0.5161,0.1,0.0941,0.4759,0.066,0.1134,0.1798,0.5715
minus_contact_probe_selector,tool_levering,jamming_ambiguity,combined_stress,6,84,0.5357,0.5112,0.095,0.0993,0.4838,0.0596,0.107,0.1798,0.5534
minus_contact_probe_selector,tool_levering,release_uncertainty,combined_stress,0,84,0.4881,0.5074,0.0692,0.0966,0.4849,0.0622,0.0921,0.1789,0.5587
minus_contact_probe_selector,tool_levering,release_uncertainty,combined_stress,1,84,0.5595,0.5091,0.0761,0.0976,0.4883,0.0587,0.1045,0.1789,0.5575
minus_contact_probe_selector,tool_levering,release_uncertainty,combined_stress,2,84,0.5238,0.5126,0.0699,0.0915,0.4857,0.0628,0.0926,0.1789,0.5527
minus_contact_probe_selector,tool_levering,release_uncertainty,combined_stress,3,84,0.5595,0.5074,0.064,0.0937,0.4852,0.069,0.1011,0.1789,0.5394
minus_contact_probe_selector,tool_levering,release_uncertainty,combined_stress,4,84,0.5595,0.5193,0.0727,0.097,0.4938,0.0623,0.0932,0.1789,0.5474
minus_contact_probe_selector,tool_levering,release_uncertainty,combined_stress,5,84,0.4524,0.5105,0.0649,0.0923,0.4725,0.0632,0.0901,0.1789,0.5421
minus_contact_probe_selector,tool_levering,release_uncertainty,combined_stress,6,84,0.4643,0.5263,0.0695,0.0953,0.4985,0.0639,0.1014,0.1789,0.556
minus_contact_probe_selector,tool_levering,combined_contact_uncertainty,combined_stress,0,84,0.4048,0.4823,0.109,0.1016,0.4958,0.079,0.1223,0.1826,0.5658
minus_contact_probe_selector,tool_levering,combined_contact_uncertainty,combined_stress,1,84,0.4762,0.4809,0.1022,0.1023,0.477,0.0713,0.1253,0.1826,0.5535
minus_contact_probe_selector,tool_levering,combined_contact_uncertainty,combined_stress,2,84,0.4762,0.4844,0.112,0.1069,0.4984,0.0622,0.1279,0.1826,0.5563
minus_contact_probe_selector,tool_levering,combined_contact_uncertainty,combined_stress,3,84,0.4405,0.4921,0.1109,0.106,0.4605,0.0698,0.123,0.1826,0.5421
minus_contact_probe_selector,tool_levering,combined_contact_uncertainty,combined_stress,4,84,0.5,0.4898,0.1088,0.1021,0.4943,0.0716,0.1247,0.1826,0.543
minus_contact_probe_selector,tool_levering,combined_contact_uncertainty,combined_stress,5,84,0.4762,0.4666,0.1179,0.0991,0.4757,0.0744,0.1243,0.1826,0.5499
minus_contact_probe_selector,tool_levering,combined_contact_uncertainty,combined_stress,6,84,0.4524,0.4842,0.1119,0.1054,0.4904,0.0756,0.1146,0.1826,0.5602
minus_contact_probe_selector,mobile_handoff,nominal,combined_stress,0,84,0.5595,0.5744,0.0344,0.0791,0.5221,0.0426,0.0488,0.1638,0.5403
minus_contact_probe_selector,mobile_handoff,nominal,combined_stress,1,84,0.5952,0.5837,0.0225,0.0667,0.523,0.0457,0.0535,0.1638,0.5732
minus_contact_probe_selector,mobile_handoff,nominal,combined_stress,2,84,0.5952,0.579,0.0308,0.0671,0.5086,0.0405,0.0511,0.1638,0.5489
minus_contact_probe_selector,mobile_handoff,nominal,combined_stress,3,84,0.6786,0.5901,0.0302,0.0701,0.4974,0.0442,0.0494,0.1638,0.5539
minus_contact_probe_selector,mobile_handoff,nominal,combined_stress,4,84,0.4881,0.571,0.031,0.0728,0.5022,0.0429,0.0374,0.1638,0.5575
minus_contact_probe_selector,mobile_handoff,nominal,combined_stress,5,84,0.5476,0.5769,0.0234,0.0733,0.5027,0.0477,0.0405,0.1638,0.5612
minus_contact_probe_selector,mobile_handoff,nominal,combined_stress,6,84,0.619,0.5723,0.0286,0.073,0.5093,0.0396,0.0489,0.1638,0.5645
minus_contact_probe_selector,mobile_handoff,hidden_friction,combined_stress,0,84,0.5119,0.5443,0.0798,0.1005,0.4999,0.0534,0.0767,0.1775,0.5459
minus_contact_probe_selector,mobile_handoff,hidden_friction,combined_stress,1,84,0.5476,0.5359,0.0816,0.0929,0.4924,0.0532,0.0709,0.1775,0.5688
minus_contact_probe_selector,mobile_handoff,hidden_friction,combined_stress,2,84,0.5357,0.5328,0.0804,0.0919,0.4654,0.0461,0.071,0.1775,0.5656
minus_contact_probe_selector,mobile_handoff,hidden_friction,combined_stress,3,84,0.5833,0.5298,0.0713,0.0915,0.4968,0.0531,0.0742,0.1775,0.5549
minus_contact_probe_selector,mobile_handoff,hidden_friction,combined_stress,4,84,0.619,0.5389,0.0711,0.0897,0.4817,0.0499,0.077,0.1775,0.5578
minus_contact_probe_selector,mobile_handoff,hidden_friction,combined_stress,5,84,0.6071,0.5259,0.0734,0.0936,0.5085,0.0479,0.073,0.1775,0.5582
minus_contact_probe_selector,mobile_handoff,hidden_friction,combined_stress,6,84,0.5952,0.5374,0.0884,0.098,0.478,0.0496,0.0813,0.1775,0.546
minus_contact_probe_selector,mobile_handoff,pose_ambiguity,combined_stress,0,84,0.5595,0.5459,0.0729,0.0948,0.49,0.0453,0.089,0.1784,0.5515
minus_contact_probe_selector,mobile_handoff,pose_ambiguity,combined_stress,1,84,0.5238,0.5503,0.0659,0.1012,0.4789,0.0465,0.0824,0.1784,0.5584
minus_contact_probe_selector,mobile_handoff,pose_ambiguity,combined_stress,2,84,0.6071,0.5372,0.0735,0.0958,0.4781,0.0545,0.0813,0.1784,0.5521
minus_contact_probe_selector,mobile_handoff,pose_ambiguity,combined_stress,3,84,0.5714,0.5382,0.0614,0.0929,0.4921,0.0568,0.0853,0.1784,0.5548
minus_contact_probe_selector,mobile_handoff,pose_ambiguity,combined_stress,4,84,0.4643,0.5306,0.0693,0.0953,0.482,0.0572,0.077,0.1784,0.5606
minus_contact_probe_selector,mobile_handoff,pose_ambiguity,combined_stress,5,84,0.4762,0.543,0.0696,0.0899,0.4835,0.054,0.0843,0.1784,0.5626
minus_contact_probe_selector,mobile_handoff,pose_ambiguity,combined_stress,6,84,0.5714,0.553,0.0621,0.0932,0.498,0.0496,0.0762,0.1784,0.562
minus_contact_probe_selector,mobile_handoff,compliance_ambiguity,combined_stress,0,84,0.4881,0.5411,0.07,0.0894,0.491,0.0577,0.0852,0.1794,0.5571
minus_contact_probe_selector,mobile_handoff,compliance_ambiguity,combined_stress,1,84,0.5595,0.5337,0.071,0.0924,0.4879,0.0599,0.0895,0.1794,0.5643
minus_contact_probe_selector,mobile_handoff,compliance_ambiguity,combined_stress,2,84,0.5,0.5265,0.064,0.096,0.4775,0.0568,0.0951,0.1794,0.552
minus_contact_probe_selector,mobile_handoff,compliance_ambiguity,combined_stress,3,84,0.5714,0.5413,0.0742,0.102,0.4944,0.0531,0.0923,0.1794,0.5632
minus_contact_probe_selector,mobile_handoff,compliance_ambiguity,combined_stress,4,84,0.5357,0.5167,0.0727,0.102,0.4981,0.0601,0.089,0.1794,0.5538
minus_contact_probe_selector,mobile_handoff,compliance_ambiguity,combined_stress,5,84,0.5476,0.5417,0.0849,0.0941,0.4985,0.0586,0.0922,0.1794,0.5484
minus_contact_probe_selector,mobile_handoff,compliance_ambiguity,combined_stress,6,84,0.5476,0.5292,0.0761,0.0931,0.4684,0.0557,0.0879,0.1794,0.5566
minus_contact_probe_selector,mobile_handoff,jamming_ambiguity,combined_stress,0,84,0.5714,0.5267,0.0883,0.0959,0.4843,0.059,0.1067,0.1798,0.5544
minus_contact_probe_selector,mobile_handoff,jamming_ambiguity,combined_stress,1,84,0.4762,0.518,0.073,0.1034,0.4991,0.0552,0.101,0.1798,0.5579
minus_contact_probe_selector,mobile_handoff,jamming_ambiguity,combined_stress,2,84,0.5,0.5311,0.0815,0.0968,0.5037,0.0682,0.108,0.1798,0.5558
minus_contact_probe_selector,mobile_handoff,jamming_ambiguity,combined_stress,3,84,0.5833,0.5202,0.0788,0.091,0.5073,0.0579,0.097,0.1798,0.5566
minus_contact_probe_selector,mobile_handoff,jamming_ambiguity,combined_stress,4,84,0.4643,0.5163,0.0855,0.1003,0.4802,0.0612,0.1006,0.1798,0.5639
minus_contact_probe_selector,mobile_handoff,jamming_ambiguity,combined_stress,5,84,0.5238,0.5323,0.0857,0.101,0.486,0.0695,0.0978,0.1798,0.5483
minus_contact_probe_selector,mobile_handoff,jamming_ambiguity,combined_stress,6,84,0.5238,0.5211,0.0859,0.1007,0.4987,0.0637,0.1081,0.1798,0.5553
minus_contact_probe_selector,mobile_handoff,release_uncertainty,combined_stress,0,84,0.5238,0.5191,0.0687,0.0937,0.4902,0.0589,0.0859,0.1789,0.5516
minus_contact_probe_selector,mobile_handoff,release_uncertainty,combined_stress,1,84,0.5238,0.5276,0.0685,0.0953,0.4939,0.0615,0.0972,0.1789,0.5505
minus_contact_probe_selector,mobile_handoff,release_uncertainty,combined_stress,2,84,0.4286,0.5219,0.0649,0.0993,0.4811,0.0631,0.096,0.1789,0.5422
minus_contact_probe_selector,mobile_handoff,release_uncertainty,combined_stress,3,84,0.5238,0.5211,0.0689,0.0926,0.4812,0.0607,0.0899,0.1789,0.5438
minus_contact_probe_selector,mobile_handoff,release_uncertainty,combined_stress,4,84,0.5357,0.518,0.0735,0.1014,0.5014,0.0549,0.0881,0.1789,0.562
minus_contact_probe_selector,mobile_handoff,release_uncertainty,combined_stress,5,84,0.5833,0.524,0.0713,0.099,0.4858,0.0591,0.0876,0.1789,0.5572
minus_contact_probe_selector,mobile_handoff,release_uncertainty,combined_stress,6,84,0.4762,0.5309,0.063,0.1001,0.4941,0.0515,0.0942,0.1789,0.5619
minus_contact_probe_selector,mobile_handoff,combined_contact_uncertainty,combined_stress,0,84,0.5357,0.5079,0.0949,0.0977,0.5038,0.0696,0.1081,0.1826,0.5581
minus_contact_probe_selector,mobile_handoff,combined_contact_uncertainty,combined_stress,1,84,0.5476,0.4873,0.1034,0.1093,0.507,0.0773,0.1086,0.1826,0.5431
minus_contact_probe_selector,mobile_handoff,combined_contact_uncertainty,combined_stress,2,84,0.4881,0.5005,0.1055,0.1029,0.4738,0.0669,0.1146,0.1826,0.5614
minus_contact_probe_selector,mobile_handoff,combined_contact_uncertainty,combined_stress,3,84,0.4762,0.495,0.0986,0.0991,0.4877,0.0708,0.116,0.1826,0.5479
minus_contact_probe_selector,mobile_handoff,combined_contact_uncertainty,combined_stress,4,84,0.5119,0.5064,0.1003,0.0984,0.4954,0.0652,0.1106,0.1826,0.5366
minus_contact_probe_selector,mobile_handoff,combined_contact_uncertainty,combined_stress,5,84,0.5,0.4898,0.0994,0.1039,0.4818,0.0717,0.1125,0.1826,0.5574
minus_contact_probe_selector,mobile_handoff,combined_contact_uncertainty,combined_stress,6,84,0.5119,0.5005,0.1004,0.1072,0.4888,0.0676,0.115,0.1826,0.5577
minus_chance_constraint,peg_assembly,nominal,combined_stress,0,84,0.4762,0.5561,0.0524,0.0827,0.5355,0.0591,0.0485,0.1719,0.5348
minus_chance_constraint,peg_assembly,nominal,combined_stress,1,84,0.5,0.5626,0.0362,0.0871,0.5337,0.0546,0.0505,0.1719,0.5284
minus_chance_constraint,peg_assembly,nominal,combined_stress,2,84,0.5238,0.5548,0.059,0.0815,0.523,0.0606,0.0522,0.1719,0.5375
minus_chance_constraint,peg_assembly,nominal,combined_stress,3,84,0.5119,0.5656,0.0401,0.0893,0.5073,0.049,0.0583,0.1719,0.5296
minus_chance_constraint,peg_assembly,nominal,combined_stress,4,84,0.6071,0.559,0.0569,0.0844,0.5203,0.0552,0.0495,0.1719,0.5341
minus_chance_constraint,peg_assembly,nominal,combined_stress,5,84,0.6071,0.5541,0.0537,0.08,0.5321,0.0534,0.0494,0.1719,0.5345
minus_chance_constraint,peg_assembly,nominal,combined_stress,6,84,0.4762,0.5606,0.0527,0.0857,0.4975,0.048,0.0532,0.1719,0.5342
minus_chance_constraint,peg_assembly,hidden_friction,combined_stress,0,84,0.5238,0.5274,0.1109,0.1085,0.5054,0.0609,0.0593,0.1856,0.5295
minus_chance_constraint,peg_assembly,hidden_friction,combined_stress,1,84,0.5,0.5001,0.1024,0.1105,0.5159,0.0589,0.0749,0.1856,0.5234
minus_chance_constraint,peg_assembly,hidden_friction,combined_stress,2,84,0.5,0.523,0.1068,0.1058,0.5148,0.0582,0.0745,0.1856,0.5299
minus_chance_constraint,peg_assembly,hidden_friction,combined_stress,3,84,0.4524,0.5156,0.1204,0.1029,0.5254,0.0632,0.0707,0.1856,0.5238
minus_chance_constraint,peg_assembly,hidden_friction,combined_stress,4,84,0.5,0.5139,0.1088,0.1148,0.5335,0.0634,0.077,0.1856,0.5506
minus_chance_constraint,peg_assembly,hidden_friction,combined_stress,5,84,0.4643,0.512,0.1015,0.099,0.5069,0.0686,0.0797,0.1856,0.5254
minus_chance_constraint,peg_assembly,hidden_friction,combined_stress,6,84,0.4524,0.5218,0.109,0.1109,0.5075,0.0596,0.0755,0.1856,0.5285
minus_chance_constraint,peg_assembly,pose_ambiguity,combined_stress,0,84,0.5952,0.5299,0.0944,0.1034,0.5093,0.0644,0.0891,0.1865,0.5262
minus_chance_constraint,peg_assembly,pose_ambiguity,combined_stress,1,84,0.5595,0.5152,0.0956,0.1072,0.5067,0.0642,0.0785,0.1865,0.5259
minus_chance_constraint,peg_assembly,pose_ambiguity,combined_stress,2,84,0.4524,0.5281,0.0872,0.1128,0.5077,0.0576,0.0834,0.1865,0.5409
minus_chance_constraint,peg_assembly,pose_ambiguity,combined_stress,3,84,0.5119,0.5177,0.0826,0.1141,0.4975,0.0692,0.0816,0.1865,0.5427
minus_chance_constraint,peg_assembly,pose_ambiguity,combined_stress,4,84,0.5357,0.5132,0.0868,0.1077,0.5082,0.065,0.0765,0.1865,0.5223
minus_chance_constraint,peg_assembly,pose_ambiguity,combined_stress,5,84,0.4643,0.5018,0.103,0.1067,0.5175,0.0653,0.0786,0.1865,0.5248
minus_chance_constraint,peg_assembly,pose_ambiguity,combined_stress,6,84,0.4762,0.5126,0.0861,0.1185,0.5165,0.0642,0.087,0.1865,0.5273
minus_chance_constraint,peg_assembly,compliance_ambiguity,combined_stress,0,84,0.5714,0.5061,0.0989,0.1099,0.5034,0.0747,0.0856,0.1875,0.5272
minus_chance_constraint,peg_assembly,compliance_ambiguity,combined_stress,1,84,0.5833,0.508,0.1055,0.1151,0.5147,0.0715,0.0834,0.1875,0.5258
minus_chance_constraint,peg_assembly,compliance_ambiguity,combined_stress,2,84,0.4405,0.4994,0.1056,0.1154,0.4995,0.0676,0.0858,0.1875,0.5337
minus_chance_constraint,peg_assembly,compliance_ambiguity,combined_stress,3,84,0.5476,0.4941,0.1037,0.1137,0.5111,0.0761,0.0876,0.1875,0.518
minus_chance_constraint,peg_assembly,compliance_ambiguity,combined_stress,4,84,0.4405,0.5,0.1175,0.1118,0.5087,0.0698,0.0873,0.1875,0.5321
minus_chance_constraint,peg_assembly,compliance_ambiguity,combined_stress,5,84,0.5595,0.4989,0.1022,0.1207,0.4916,0.0687,0.0956,0.1875,0.5437
minus_chance_constraint,peg_assembly,compliance_ambiguity,combined_stress,6,84,0.5,0.5106,0.1019,0.1122,0.5145,0.0667,0.0869,0.1875,0.5298
minus_chance_constraint,peg_assembly,jamming_ambiguity,combined_stress,0,84,0.4881,0.5052,0.1186,0.1102,0.5318,0.0728,0.0955,0.1879,0.5375
minus_chance_constraint,peg_assembly,jamming_ambiguity,combined_stress,1,84,0.369,0.4942,0.1191,0.1179,0.503,0.0737,0.0922,0.1879,0.5346
minus_chance_constraint,peg_assembly,jamming_ambiguity,combined_stress,2,84,0.4405,0.4936,0.118,0.1039,0.5203,0.0725,0.0871,0.1879,0.5318
minus_chance_constraint,peg_assembly,jamming_ambiguity,combined_stress,3,84,0.4405,0.4921,0.1185,0.1128,0.5085,0.0721,0.0869,0.1879,0.5263
minus_chance_constraint,peg_assembly,jamming_ambiguity,combined_stress,4,84,0.4881,0.4967,0.1116,0.1194,0.5138,0.0706,0.0971,0.1879,0.5452
minus_chance_constraint,peg_assembly,jamming_ambiguity,combined_stress,5,84,0.5,0.492,0.1197,0.1117,0.4995,0.0721,0.106,0.1879,0.5374
minus_chance_constraint,peg_assembly,jamming_ambiguity,combined_stress,6,84,0.5238,0.4852,0.1152,0.1158,0.5034,0.0646,0.1019,0.1879,0.5311
minus_chance_constraint,peg_assembly,release_uncertainty,combined_stress,0,84,0.4643,0.4774,0.0904,0.1054,0.5103,0.0686,0.0875,0.187,0.5493
minus_chance_constraint,peg_assembly,release_uncertainty,combined_stress,1,84,0.619,0.4929,0.0984,0.108,0.508,0.0726,0.0874,0.187,0.5311
minus_chance_constraint,peg_assembly,release_uncertainty,combined_stress,2,84,0.4881,0.4692,0.1039,0.1054,0.5152,0.0724,0.0872,0.187,0.5399
minus_chance_constraint,peg_assembly,release_uncertainty,combined_stress,3,84,0.5833,0.4865,0.0929,0.1106,0.5046,0.0712,0.0922,0.187,0.5291
minus_chance_constraint,peg_assembly,release_uncertainty,combined_stress,4,84,0.5476,0.4908,0.1001,0.1066,0.5181,0.072,0.0895,0.187,0.5476
minus_chance_constraint,peg_assembly,release_uncertainty,combined_stress,5,84,0.5,0.4899,0.0869,0.1033,0.5164,0.0696,0.0969,0.187,0.5213
minus_chance_constraint,peg_assembly,release_uncertainty,combined_stress,6,84,0.5714,0.4939,0.0855,0.1075,0.5286,0.0698,0.0801,0.187,0.5283
minus_chance_constraint,peg_assembly,combined_contact_uncertainty,combined_stress,0,84,0.4524,0.4588,0.1434,0.1132,0.512,0.078,0.1129,0.1907,0.5284
minus_chance_constraint,peg_assembly,combined_contact_uncertainty,combined_stress,1,84,0.4762,0.448,0.1314,0.1148,0.4997,0.0739,0.1132,0.1907,0.5374
minus_chance_constraint,peg_assembly,combined_contact_uncertainty,combined_stress,2,84,0.4524,0.4659,0.1333,0.1168,0.4891,0.0813,0.1159,0.1907,0.5313
minus_chance_constraint,peg_assembly,combined_contact_uncertainty,combined_stress,3,84,0.381,0.4627,0.14,0.1181,0.4903,0.0804,0.1019,0.1907,0.5401
minus_chance_constraint,peg_assembly,combined_contact_uncertainty,combined_stress,4,84,0.5357,0.4702,0.1381,0.1212,0.5156,0.0745,0.1145,0.1907,0.5408
minus_chance_constraint,peg_assembly,combined_contact_uncertainty,combined_stress,5,84,0.5238,0.4617,0.1307,0.1159,0.5246,0.076,0.1075,0.1907,0.544
minus_chance_constraint,peg_assembly,combined_contact_uncertainty,combined_stress,6,84,0.4762,0.4575,0.1321,0.112,0.5091,0.0808,0.1113,0.1907,0.5301
minus_chance_constraint,drawer_retrieval,nominal,combined_stress,0,84,0.5,0.5849,0.0469,0.0871,0.5316,0.0521,0.0469,0.1719,0.54
minus_chance_constraint,drawer_retrieval,nominal,combined_stress,1,84,0.6071,0.585,0.0379,0.0826,0.5331,0.0605,0.0497,0.1719,0.5454
minus_chance_constraint,drawer_retrieval,nominal,combined_stress,2,84,0.5952,0.5753,0.0411,0.0887,0.5256,0.0501,0.0521,0.1719,0.5367
minus_chance_constraint,drawer_retrieval,nominal,combined_stress,3,84,0.5952,0.5815,0.0479,0.0891,0.5151,0.0481,0.0461,0.1719,0.5324
minus_chance_constraint,drawer_retrieval,nominal,combined_stress,4,84,0.5476,0.5858,0.0545,0.0912,0.5315,0.0523,0.0467,0.1719,0.5318
minus_chance_constraint,drawer_retrieval,nominal,combined_stress,5,84,0.631,0.5803,0.0436,0.0857,0.5266,0.0481,0.0462,0.1719,0.5326
minus_chance_constraint,drawer_retrieval,nominal,combined_stress,6,84,0.5476,0.5675,0.0469,0.0833,0.5199,0.0477,0.0522,0.1719,0.5245
minus_chance_constraint,drawer_retrieval,hidden_friction,combined_stress,0,84,0.5595,0.5396,0.1008,0.1098,0.5083,0.0564,0.0701,0.1856,0.5396
minus_chance_constraint,drawer_retrieval,hidden_friction,combined_stress,1,84,0.5238,0.5345,0.1115,0.1062,0.5252,0.0584,0.0695,0.1856,0.5189
minus_chance_constraint,drawer_retrieval,hidden_friction,combined_stress,2,84,0.5952,0.5148,0.1041,0.1064,0.524,0.061,0.0671,0.1856,0.5342
minus_chance_constraint,drawer_retrieval,hidden_friction,combined_stress,3,84,0.5119,0.5275,0.0997,0.1083,0.5285,0.0618,0.0769,0.1856,0.5228
minus_chance_constraint,drawer_retrieval,hidden_friction,combined_stress,4,84,0.5476,0.5295,0.096,0.1031,0.5238,0.0636,0.0727,0.1856,0.5278
minus_chance_constraint,drawer_retrieval,hidden_friction,combined_stress,5,84,0.5119,0.5314,0.1127,0.0997,0.504,0.0615,0.0748,0.1856,0.5227
minus_chance_constraint,drawer_retrieval,hidden_friction,combined_stress,6,84,0.5119,0.5309,0.1041,0.108,0.4995,0.0627,0.075,0.1856,0.5377
minus_chance_constraint,drawer_retrieval,pose_ambiguity,combined_stress,0,84,0.4524,0.5268,0.0953,0.1016,0.5113,0.0633,0.0808,0.1865,0.5364
minus_chance_constraint,drawer_retrieval,pose_ambiguity,combined_stress,1,84,0.6071,0.5443,0.0927,0.1102,0.5085,0.061,0.0829,0.1865,0.5355
minus_chance_constraint,drawer_retrieval,pose_ambiguity,combined_stress,2,84,0.5714,0.5427,0.0867,0.1039,0.5002,0.0655,0.0726,0.1865,0.5314
minus_chance_constraint,drawer_retrieval,pose_ambiguity,combined_stress,3,84,0.4405,0.5429,0.0953,0.1139,0.503,0.0634,0.0779,0.1865,0.5403
minus_chance_constraint,drawer_retrieval,pose_ambiguity,combined_stress,4,84,0.5238,0.5388,0.0938,0.1026,0.5052,0.0661,0.0892,0.1865,0.5409
minus_chance_constraint,drawer_retrieval,pose_ambiguity,combined_stress,5,84,0.5119,0.5405,0.0878,0.1041,0.5161,0.0613,0.079,0.1865,0.5293
minus_chance_constraint,drawer_retrieval,pose_ambiguity,combined_stress,6,84,0.6071,0.5361,0.0867,0.1048,0.5116,0.0618,0.0785,0.1865,0.5324
minus_chance_constraint,drawer_retrieval,compliance_ambiguity,combined_stress,0,84,0.6071,0.5218,0.1015,0.1134,0.532,0.0669,0.0881,0.1875,0.5268
minus_chance_constraint,drawer_retrieval,compliance_ambiguity,combined_stress,1,84,0.4048,0.5086,0.0965,0.1114,0.5147,0.0579,0.0918,0.1875,0.522
minus_chance_constraint,drawer_retrieval,compliance_ambiguity,combined_stress,2,84,0.5357,0.5112,0.1036,0.1131,0.5115,0.0628,0.0921,0.1875,0.539
minus_chance_constraint,drawer_retrieval,compliance_ambiguity,combined_stress,3,84,0.4881,0.5157,0.0971,0.1126,0.5101,0.0653,0.0868,0.1875,0.5321
minus_chance_constraint,drawer_retrieval,compliance_ambiguity,combined_stress,4,84,0.5,0.5257,0.0992,0.1094,0.5283,0.0619,0.0898,0.1875,0.543
minus_chance_constraint,drawer_retrieval,compliance_ambiguity,combined_stress,5,84,0.4048,0.5127,0.0976,0.1137,0.511,0.0685,0.0916,0.1875,0.5385
minus_chance_constraint,drawer_retrieval,compliance_ambiguity,combined_stress,6,84,0.4881,0.5294,0.0882,0.1104,0.528,0.0625,0.0964,0.1875,0.5279
minus_chance_constraint,drawer_retrieval,jamming_ambiguity,combined_stress,0,84,0.5833,0.513,0.1025,0.1095,0.5111,0.0616,0.0991,0.1879,0.5539
minus_chance_constraint,drawer_retrieval,jamming_ambiguity,combined_stress,1,84,0.5119,0.5185,0.111,0.11,0.5108,0.0615,0.0921,0.1879,0.5221
minus_chance_constraint,drawer_retrieval,jamming_ambiguity,combined_stress,2,84,0.5357,0.5173,0.1044,0.1101,0.5173,0.0687,0.0953,0.1879,0.5252
minus_chance_constraint,drawer_retrieval,jamming_ambiguity,combined_stress,3,84,0.5595,0.5097,0.1056,0.1171,0.5143,0.0718,0.0997,0.1879,0.5351
minus_chance_constraint,drawer_retrieval,jamming_ambiguity,combined_stress,4,84,0.4643,0.5064,0.1137,0.1147,0.5166,0.072,0.0945,0.1879,0.5327
minus_chance_constraint,drawer_retrieval,jamming_ambiguity,combined_stress,5,84,0.5357,0.5181,0.1093,0.1052,0.5143,0.0688,0.0965,0.1879,0.5211
minus_chance_constraint,drawer_retrieval,jamming_ambiguity,combined_stress,6,84,0.619,0.5246,0.1034,0.1138,0.5269,0.0672,0.0955,0.1879,0.5477
