task,regime,split,method,mean_success,ci95_success,mean_utility,ci95_utility,mean_precondition_violation,ci95_precondition_violation,mean_belief_ece,ci95_belief_ece,mean_branch_entropy_error,ci95_branch_entropy_error,mean_recovery_success,ci95_recovery_success,mean_damage_rate,ci95_damage_rate,mean_wasted_action,ci95_wasted_action,mean_intervention_cost,ci95_intervention_cost,mean_probe_overhead,ci95_probe_overhead,mean_irreversible_commitment,ci95_irreversible_commitment,mean_plan_depth_blowup,ci95_plan_depth_blowup,mean_regret_to_oracle,ci95_regret_to_oracle,groups
drawer_retrieval,nominal,nominal,deterministic_symbolic_tamp,0.433333,0.147704,0.332697,0.147638,0.069482,0.002691,0.055312,0.002816,0.065206,0.001297,0.189537,0.005368,0.037903,0.002215,0.05326,0.001923,0.10002,0.0,0.021546,0.0,0.036445,0.001861,0.04899,0.003099,0.333333,0.182206,10
drawer_retrieval,nominal,seen_shift,deterministic_symbolic_tamp,0.483333,0.076222,0.372638,0.074471,0.071348,0.003498,0.058021,0.002204,0.074983,0.001936,0.187599,0.006418,0.040666,0.001852,0.055469,0.004121,0.107105,0.0,0.028744,0.0,0.038471,0.002843,0.060022,0.002931,0.333333,0.108889,10
drawer_retrieval,nominal,unseen_object,deterministic_symbolic_tamp,0.566667,0.139446,0.448405,0.139283,0.075906,0.002575,0.060235,0.00344,0.081742,0.002085,0.187922,0.00802,0.040148,0.002826,0.057091,0.003919,0.11069,0.0,0.032716,0.0,0.041061,0.002004,0.068939,0.002687,0.266667,0.099798,10
drawer_retrieval,nominal,unseen_contact,deterministic_symbolic_tamp,0.466667,0.1809,0.3451,0.181172,0.075722,0.002318,0.06265,0.001359,0.089696,0.003104,0.191646,0.004757,0.042042,0.002668,0.05727,0.003677,0.113281,0.0,0.036635,0.0,0.040044,0.001507,0.074226,0.001901,0.366667,0.18734,10
drawer_retrieval,nominal,unseen_compliance,deterministic_symbolic_tamp,0.466667,0.144457,0.344555,0.143319,0.076972,0.003948,0.063207,0.003001,0.090978,0.002433,0.194188,0.005828,0.043231,0.00205,0.057413,0.004053,0.114243,0.0,0.035434,0.0,0.040455,0.00238,0.070681,0.001771,0.283333,0.154377,10
drawer_retrieval,nominal,probe_latency,deterministic_symbolic_tamp,0.516667,0.185111,0.396437,0.187241,0.073855,0.003371,0.064215,0.002829,0.090049,0.003536,0.190076,0.005662,0.041691,0.002303,0.05717,0.002904,0.115153,0.0,0.036761,0.0,0.039156,0.001649,0.0707,0.003437,0.25,0.196302,10
drawer_retrieval,nominal,sensor_dropout,deterministic_symbolic_tamp,0.516667,0.132916,0.379195,0.133624,0.083015,0.001626,0.068708,0.002686,0.114965,0.001927,0.193797,0.006307,0.0443,0.002192,0.063279,0.00207,0.115843,0.0,0.049726,0.0,0.038501,0.00257,0.091551,0.001729,0.2,0.136002,10
drawer_retrieval,nominal,heldout_combined_contact_uncertainty,deterministic_symbolic_tamp,0.4,0.16297,0.26707,0.16185,0.0846,0.002277,0.065964,0.001143,0.102303,0.00308,0.191581,0.002734,0.044998,0.002675,0.057319,0.002825,0.119645,0.0,0.043642,0.0,0.038424,0.002112,0.081309,0.002921,0.4,0.189854,10
drawer_retrieval,hidden_friction,nominal,deterministic_symbolic_tamp,0.483333,0.149697,0.288986,0.14887,0.154523,0.002981,0.127236,0.002132,0.106193,0.002813,0.188077,0.005165,0.051976,0.002068,0.09323,0.002714,0.105598,0.0,0.021546,0.0,0.048104,0.001891,0.081313,0.001412,0.3,0.126985,10
drawer_retrieval,hidden_friction,seen_shift,deterministic_symbolic_tamp,0.383333,0.154377,0.153506,0.154239,0.178415,0.00288,0.147168,0.00271,0.13271,0.002207,0.183575,0.003628,0.058778,0.002042,0.104892,0.004606,0.114004,0.0,0.028744,0.0,0.056021,0.002464,0.098815,0.003225,0.383333,0.154377,10
drawer_retrieval,hidden_friction,unseen_object,deterministic_symbolic_tamp,0.4,0.087111,0.15338,0.085894,0.192006,0.003345,0.158058,0.002247,0.144506,0.003189,0.186513,0.005591,0.057015,0.003059,0.113594,0.003952,0.118309,0.0,0.032716,0.0,0.061024,0.001981,0.108954,0.003114,0.416667,0.100391,10
drawer_retrieval,hidden_friction,unseen_contact,deterministic_symbolic_tamp,0.45,0.146495,0.186883,0.145171,0.2105,0.002899,0.168024,0.001715,0.153474,0.001525,0.186426,0.009294,0.061682,0.002194,0.117444,0.002828,0.121614,0.0,0.036635,0.0,0.058237,0.002192,0.11658,0.002574,0.3,0.152444,10
drawer_retrieval,hidden_friction,unseen_compliance,deterministic_symbolic_tamp,0.383333,0.085045,0.126412,0.085904,0.195723,0.002504,0.163164,0.003188,0.153637,0.002116,0.186233,0.006115,0.061963,0.001515,0.11844,0.002956,0.122349,0.0,0.035434,0.0,0.059505,0.002422,0.116457,0.002083,0.433333,0.121254,10
drawer_retrieval,hidden_friction,probe_latency,deterministic_symbolic_tamp,0.4,0.099798,0.140371,0.09815,0.197308,0.001456,0.165261,0.002306,0.155258,0.003336,0.185245,0.006389,0.064721,0.00272,0.118588,0.002513,0.123378,0.0,0.036761,0.0,0.061607,0.002399,0.118498,0.002479,0.333333,0.119282,10
drawer_retrieval,hidden_friction,sensor_dropout,deterministic_symbolic_tamp,0.416667,0.100391,0.112737,0.100256,0.227353,0.002951,0.204341,0.002871,0.195235,0.001921,0.181893,0.008547,0.065609,0.002336,0.137198,0.00286,0.12652,0.0,0.049726,0.0,0.062102,0.002403,0.149252,0.002116,0.333333,0.119282,10
drawer_retrieval,hidden_friction,heldout_combined_contact_uncertainty,deterministic_symbolic_tamp,0.416667,0.155905,0.126478,0.150362,0.226867,0.002812,0.184578,0.001893,0.174936,0.002695,0.182697,0.005443,0.067476,0.002286,0.130479,0.002761,0.129178,0.0,0.043642,0.0,0.066187,0.003117,0.136381,0.00244,0.25,0.163333,10
drawer_retrieval,pose_ambiguity,nominal,deterministic_symbolic_tamp,0.483333,0.149697,0.286642,0.14954,0.145995,0.002122,0.127371,0.001152,0.107791,0.002189,0.181337,0.005726,0.053095,0.00134,0.100651,0.003429,0.105981,0.0,0.021546,0.0,0.054151,0.003802,0.084855,0.001066,0.266667,0.139446,10
drawer_retrieval,pose_ambiguity,seen_shift,deterministic_symbolic_tamp,0.4,0.121254,0.169244,0.120021,0.167804,0.002003,0.14497,0.002685,0.134929,0.001862,0.184049,0.003807,0.058532,0.00248,0.117898,0.002808,0.114478,0.0,0.028744,0.0,0.061094,0.002862,0.102842,0.002014,0.416667,0.170438,10
drawer_retrieval,pose_ambiguity,unseen_object,deterministic_symbolic_tamp,0.4,0.155524,0.14906,0.156007,0.183775,0.00257,0.158398,0.002193,0.147285,0.003335,0.181509,0.005878,0.059854,0.001479,0.128175,0.003308,0.118832,0.0,0.032716,0.0,0.066318,0.001759,0.111367,0.00281,0.383333,0.161875,10
drawer_retrieval,pose_ambiguity,unseen_contact,deterministic_symbolic_tamp,0.4,0.121254,0.135296,0.121694,0.19233,0.003039,0.166827,0.002062,0.16019,0.002761,0.183232,0.003955,0.062741,0.003248,0.129972,0.003414,0.122186,0.0,0.036635,0.0,0.065903,0.002477,0.123628,0.004083,0.366667,0.094927,10
drawer_retrieval,pose_ambiguity,unseen_compliance,deterministic_symbolic_tamp,0.366667,0.081485,0.108689,0.081632,0.185877,0.00309,0.161669,0.001837,0.153211,0.002326,0.185154,0.005348,0.065167,0.002494,0.126378,0.003063,0.122906,0.0,0.035434,0.0,0.065981,0.002228,0.1175,0.002277,0.283333,0.146495,10
drawer_retrieval,pose_ambiguity,probe_latency,deterministic_symbolic_tamp,0.433333,0.111045,0.171254,0.111174,0.189061,0.002308,0.165497,0.001984,0.159501,0.00257,0.186395,0.006938,0.062937,0.002302,0.130766,0.002112,0.123943,0.0,0.036761,0.0,0.065907,0.003174,0.119981,0.00283,0.266667,0.121254,10
drawer_retrieval,pose_ambiguity,sensor_dropout,deterministic_symbolic_tamp,0.45,0.146495,0.140273,0.146688,0.222317,0.001009,0.203688,0.001604,0.201656,0.001492,0.180376,0.00324,0.066635,0.002047,0.149364,0.00175,0.127249,0.0,0.049726,0.0,0.067786,0.001921,0.15429,0.002139,0.25,0.148105,10
drawer_retrieval,pose_ambiguity,heldout_combined_contact_uncertainty,deterministic_symbolic_tamp,0.466667,0.081485,0.165234,0.080985,0.21456,0.003255,0.186248,0.001978,0.183964,0.003093,0.181936,0.004389,0.071459,0.003251,0.148758,0.003174,0.129833,0.0,0.043642,0.0,0.072943,0.001691,0.141048,0.002932,0.283333,0.098,10
drawer_retrieval,compliance_ambiguity,nominal,deterministic_symbolic_tamp,0.516667,0.113683,0.300756,0.114505,0.159782,0.001908,0.135502,0.00215,0.115361,0.001723,0.186526,0.006675,0.0573,0.001719,0.112398,0.003244,0.106425,0.0,0.021546,0.0,0.065779,0.002373,0.089606,0.001585,0.233333,0.121254,10
drawer_retrieval,compliance_ambiguity,seen_shift,deterministic_symbolic_tamp,0.383333,0.098,0.125156,0.099659,0.187971,0.003445,0.155679,0.001099,0.140201,0.002224,0.181543,0.005649,0.068604,0.001702,0.130116,0.001588,0.11503,0.0,0.028744,0.0,0.074047,0.002585,0.106854,0.001561,0.4,0.147704,10
drawer_retrieval,compliance_ambiguity,unseen_object,deterministic_symbolic_tamp,0.433333,0.130667,0.144962,0.131349,0.210095,0.002954,0.167701,0.001518,0.15507,0.002423,0.187375,0.005925,0.073047,0.002804,0.150056,0.003262,0.119442,0.0,0.032716,0.0,0.083238,0.00208,0.118821,0.002457,0.416667,0.155905,10
drawer_retrieval,compliance_ambiguity,unseen_contact,deterministic_symbolic_tamp,0.4,0.155524,0.109485,0.151323,0.216045,0.002441,0.178037,0.002817,0.167245,0.002322,0.183158,0.006333,0.073093,0.003803,0.145417,0.002482,0.122851,0.0,0.036635,0.0,0.080021,0.003135,0.128274,0.001601,0.316667,0.141556,10
drawer_retrieval,compliance_ambiguity,unseen_compliance,deterministic_symbolic_tamp,0.433333,0.17009,0.141631,0.16442,0.209329,0.003936,0.173385,0.003354,0.162179,0.002803,0.183874,0.006544,0.078667,0.002029,0.152679,0.003848,0.123558,0.0,0.035434,0.0,0.082171,0.001248,0.126972,0.002714,0.283333,0.19509,10
drawer_retrieval,compliance_ambiguity,probe_latency,deterministic_symbolic_tamp,0.433333,0.147704,0.14172,0.143906,0.211856,0.003223,0.175446,0.002038,0.165564,0.00227,0.182054,0.007049,0.074566,0.002318,0.149517,0.002816,0.124605,0.0,0.036761,0.0,0.080691,0.00246,0.129714,0.002892,0.333333,0.14609,10
drawer_retrieval,compliance_ambiguity,sensor_dropout,deterministic_symbolic_tamp,0.35,0.132916,0.004546,0.134524,0.24468,0.002939,0.215331,0.00245,0.21182,0.001522,0.174869,0.006173,0.079772,0.00306,0.170894,0.002945,0.128076,0.0,0.049726,0.0,0.083088,0.003217,0.159764,0.002694,0.366667,0.136002,10
drawer_retrieval,compliance_ambiguity,heldout_combined_contact_uncertainty,deterministic_symbolic_tamp,0.35,0.102726,0.019834,0.089727,0.241645,0.002803,0.196321,0.002495,0.19343,0.001174,0.180057,0.00829,0.081916,0.002722,0.167545,0.003202,0.130594,0.0,0.043642,0.0,0.092709,0.003082,0.149225,0.002594,0.45,0.154377,10
drawer_retrieval,jamming_ambiguity,nominal,deterministic_symbolic_tamp,0.566667,0.147704,0.328279,0.147255,0.176518,0.003246,0.136475,0.00266,0.122266,0.002505,0.185831,0.008131,0.06237,0.002129,0.12513,0.002405,0.106657,0.0,0.021546,0.0,0.07911,0.002252,0.096447,0.002338,0.233333,0.147704,10
drawer_retrieval,jamming_ambiguity,seen_shift,deterministic_symbolic_tamp,0.45,0.146495,0.16938,0.146918,0.206307,0.002302,0.159748,0.00349,0.147223,0.002403,0.187351,0.003888,0.069181,0.002059,0.144581,0.001828,0.115319,0.0,0.028744,0.0,0.091382,0.002341,0.115149,0.003098,0.383333,0.182531,10
drawer_retrieval,jamming_ambiguity,unseen_object,deterministic_symbolic_tamp,0.483333,0.171824,0.161955,0.173537,0.238355,0.004457,0.171134,0.001928,0.159463,0.001898,0.178608,0.006703,0.075495,0.002633,0.169219,0.002681,0.119761,0.0,0.032716,0.0,0.102509,0.001518,0.126505,0.002815,0.316667,0.164779,10
drawer_retrieval,jamming_ambiguity,unseen_contact,deterministic_symbolic_tamp,0.4,0.139446,0.083802,0.130542,0.23475,0.003418,0.185414,0.001489,0.174891,0.003179,0.183602,0.005234,0.078197,0.002236,0.162342,0.00315,0.123198,0.0,0.036635,0.0,0.100118,0.002588,0.134717,0.003228,0.25,0.163333,10
drawer_retrieval,jamming_ambiguity,unseen_compliance,deterministic_symbolic_tamp,0.3,0.136002,-0.007126,0.124605,0.233991,0.003716,0.176884,0.003739,0.169393,0.001484,0.178038,0.006571,0.080351,0.001982,0.163137,0.003242,0.1239,0.0,0.035434,0.0,0.096282,0.002508,0.133153,0.003212,0.433333,0.17009,10
drawer_retrieval,jamming_ambiguity,probe_latency,deterministic_symbolic_tamp,0.383333,0.069723,0.062323,0.070589,0.22955,0.002787,0.180616,0.002114,0.172027,0.002625,0.184166,0.005926,0.077132,0.003332,0.164066,0.001942,0.124952,0.0,0.036761,0.0,0.102866,0.001975,0.136925,0.003176,0.333333,0.108889,10
drawer_retrieval,jamming_ambiguity,sensor_dropout,deterministic_symbolic_tamp,0.366667,0.136002,-0.009707,0.137198,0.269454,0.002938,0.222543,0.001961,0.216354,0.002,0.174683,0.006139,0.082297,0.003055,0.189668,0.003435,0.128505,0.0,0.049726,0.0,0.101828,0.001895,0.172232,0.002327,0.283333,0.154377,10
drawer_retrieval,jamming_ambiguity,heldout_combined_contact_uncertainty,deterministic_symbolic_tamp,0.35,0.102726,-0.022959,0.103641,0.268465,0.0038,0.20157,0.002689,0.200825,0.002708,0.17847,0.004801,0.087031,0.002661,0.187887,0.002236,0.130993,0.0,0.043642,0.0,0.114596,0.00233,0.159786,0.002393,0.35,0.149697,10
drawer_retrieval,release_uncertainty,nominal,deterministic_symbolic_tamp,0.433333,0.099798,0.219557,0.100428,0.143966,0.003477,0.129669,0.000948,0.113558,0.002793,0.187714,0.007142,0.067654,0.002486,0.121892,0.003987,0.106264,0.0,0.021546,0.0,0.059269,0.002424,0.094052,0.001665,0.3,0.136002,10
drawer_retrieval,release_uncertainty,seen_shift,deterministic_symbolic_tamp,0.316667,0.123674,0.061523,0.123449,0.16775,0.002286,0.152604,0.001843,0.140214,0.002976,0.18174,0.00478,0.082629,0.001739,0.139687,0.002912,0.114832,0.0,0.028744,0.0,0.068616,0.002978,0.10901,0.003531,0.4,0.147704,10
drawer_retrieval,release_uncertainty,unseen_object,deterministic_symbolic_tamp,0.333333,0.097393,0.050178,0.098067,0.184585,0.004182,0.162995,0.001677,0.1531,0.00178,0.185068,0.006929,0.091747,0.001476,0.158216,0.002363,0.119223,0.0,0.032716,0.0,0.072895,0.002521,0.117954,0.002766,0.4,0.147704,10
drawer_retrieval,release_uncertainty,unseen_contact,deterministic_symbolic_tamp,0.366667,0.136002,0.068,0.135107,0.196817,0.001368,0.173941,0.001683,0.165092,0.002395,0.185926,0.005642,0.094284,0.003044,0.160137,0.002771,0.122611,0.0,0.036635,0.0,0.074702,0.002916,0.130072,0.001938,0.333333,0.161508,10
drawer_retrieval,release_uncertainty,unseen_compliance,deterministic_symbolic_tamp,0.383333,0.129298,0.094399,0.124721,0.187334,0.00269,0.171103,0.002762,0.163188,0.002328,0.185316,0.006474,0.093808,0.001527,0.164288,0.002209,0.123327,0.0,0.035434,0.0,0.075744,0.001827,0.127036,0.001585,0.316667,0.157419,10
drawer_retrieval,release_uncertainty,probe_latency,deterministic_symbolic_tamp,0.4,0.087111,0.102764,0.087301,0.190823,0.003194,0.17368,0.002394,0.165468,0.003494,0.186324,0.005903,0.094348,0.00262,0.165794,0.002589,0.12437,0.0,0.036761,0.0,0.07437,0.002468,0.128143,0.002584,0.266667,0.130667,10
drawer_retrieval,release_uncertainty,sensor_dropout,deterministic_symbolic_tamp,0.233333,0.087111,-0.092486,0.06721,0.22157,0.003183,0.21376,0.001853,0.208067,0.002104,0.179172,0.006013,0.095232,0.001972,0.18564,0.003246,0.12776,0.0,0.049726,0.0,0.077935,0.00292,0.163117,0.002066,0.533333,0.152444,10
drawer_retrieval,release_uncertainty,heldout_combined_contact_uncertainty,deterministic_symbolic_tamp,0.333333,0.119282,0.003887,0.109601,0.215609,0.002869,0.193877,0.003496,0.190613,0.002796,0.178547,0.005115,0.103041,0.001716,0.186467,0.003731,0.13032,0.0,0.043642,0.0,0.083373,0.003124,0.150456,0.002963,0.316667,0.178591,10
drawer_retrieval,partial_observability_dropout,nominal,deterministic_symbolic_tamp,0.516667,0.132916,0.269941,0.135545,0.190276,0.003244,0.158974,0.003547,0.123022,0.002182,0.186162,0.005174,0.065132,0.001896,0.123364,0.00291,0.106958,0.0,0.021546,0.0,0.068188,0.001971,0.096249,0.0025,0.333333,0.119282,10
drawer_retrieval,partial_observability_dropout,seen_shift,deterministic_symbolic_tamp,0.416667,0.111578,0.126694,0.109565,0.223376,0.002123,0.185751,0.001651,0.147714,0.002369,0.183291,0.005628,0.071596,0.002223,0.142538,0.003141,0.115689,0.0,0.028744,0.0,0.074043,0.002761,0.115027,0.002425,0.283333,0.146495,10
drawer_retrieval,partial_observability_dropout,unseen_object,deterministic_symbolic_tamp,0.4,0.139446,0.086459,0.130715,0.245692,0.001878,0.199969,0.00133,0.163625,0.003113,0.182281,0.005888,0.077612,0.002142,0.157497,0.003486,0.120169,0.0,0.032716,0.0,0.082796,0.003028,0.126551,0.002508,0.433333,0.16297,10
drawer_retrieval,partial_observability_dropout,unseen_contact,deterministic_symbolic_tamp,0.45,0.098,0.113516,0.098386,0.25912,0.00338,0.215334,0.002135,0.175536,0.002893,0.181129,0.010573,0.081314,0.002545,0.158666,0.003486,0.123647,0.0,0.036635,0.0,0.079507,0.002177,0.137787,0.002959,0.233333,0.121254,10
drawer_retrieval,partial_observability_dropout,unseen_compliance,deterministic_symbolic_tamp,0.366667,0.136002,0.053203,0.11829,0.24715,0.001197,0.207607,0.002403,0.171127,0.003244,0.179584,0.004833,0.082808,0.002547,0.160386,0.002551,0.124331,0.0,0.035434,0.0,0.079941,0.002297,0.137232,0.000886,0.366667,0.126985,10
drawer_retrieval,partial_observability_dropout,probe_latency,deterministic_symbolic_tamp,0.433333,0.121254,0.099669,0.120918,0.248528,0.003762,0.212365,0.001254,0.176364,0.003274,0.179455,0.005539,0.080795,0.002154,0.1634,0.0039,0.125389,0.0,0.036761,0.0,0.083754,0.001985,0.138134,0.00258,0.35,0.164779,10
drawer_retrieval,partial_observability_dropout,sensor_dropout,deterministic_symbolic_tamp,0.283333,0.146495,-0.066735,0.114111,0.298127,0.00282,0.264332,0.002518,0.221189,0.001901,0.179279,0.007583,0.085421,0.002966,0.183206,0.003611,0.129105,0.0,0.049726,0.0,0.084065,0.003133,0.171503,0.002201,0.5,0.206602,10
drawer_retrieval,partial_observability_dropout,heldout_combined_contact_uncertainty,deterministic_symbolic_tamp,0.3,0.117277,-0.055773,0.089897,0.288001,0.002142,0.239043,0.002156,0.203577,0.002627,0.172956,0.006274,0.088242,0.002901,0.181874,0.002387,0.131505,0.0,0.043642,0.0,0.093395,0.003331,0.156559,0.002718,0.416667,0.208032,10
drawer_retrieval,irreversible_damage_risk,nominal,deterministic_symbolic_tamp,0.433333,0.099798,0.186655,0.100286,0.173124,0.0027,0.137418,0.001763,0.124726,0.002131,0.181053,0.007686,0.075483,0.002197,0.129364,0.003249,0.106971,0.0,0.021546,0.0,0.079914,0.001842,0.09916,0.002682,0.266667,0.147704,10
drawer_retrieval,irreversible_damage_risk,seen_shift,deterministic_symbolic_tamp,0.433333,0.072229,0.145025,0.071586,0.200447,0.004207,0.162368,0.002206,0.15056,0.002903,0.183333,0.003502,0.083276,0.001643,0.14581,0.003139,0.115712,0.0,0.028744,0.0,0.09364,0.001883,0.121403,0.001842,0.166667,0.108889,10
drawer_retrieval,irreversible_damage_risk,unseen_object,deterministic_symbolic_tamp,0.283333,0.109432,-0.034118,0.101713,0.224555,0.004222,0.175081,0.002411,0.166126,0.003905,0.182412,0.004466,0.092234,0.002139,0.168886,0.002967,0.120196,0.0,0.032716,0.0,0.106378,0.001752,0.133613,0.001984,0.416667,0.163333,10
drawer_retrieval,irreversible_damage_risk,unseen_contact,deterministic_symbolic_tamp,0.4,0.121254,0.063002,0.121224,0.231251,0.002537,0.187126,0.00194,0.178648,0.002258,0.182565,0.007157,0.096415,0.00196,0.167317,0.00224,0.123669,0.0,0.036635,0.0,0.105258,0.002306,0.14616,0.001598,0.366667,0.094927,10
drawer_retrieval,irreversible_damage_risk,unseen_compliance,deterministic_symbolic_tamp,0.383333,0.146495,0.058179,0.13754,0.220969,0.001374,0.184387,0.003303,0.176032,0.002035,0.173442,0.006086,0.097958,0.003556,0.170246,0.00348,0.124368,0.0,0.035434,0.0,0.105232,0.002291,0.143844,0.002915,0.3,0.1809,10
drawer_retrieval,irreversible_damage_risk,probe_latency,deterministic_symbolic_tamp,0.333333,0.119282,0.004975,0.109995,0.22359,0.00251,0.184527,0.00349,0.176943,0.002371,0.175577,0.005508,0.097173,0.002442,0.171925,0.003529,0.125426,0.0,0.036761,0.0,0.106482,0.002151,0.14706,0.00297,0.433333,0.155524,10
drawer_retrieval,irreversible_damage_risk,sensor_dropout,deterministic_symbolic_tamp,0.383333,0.098,-0.005485,0.097556,0.261239,0.002934,0.227959,0.002577,0.225709,0.00283,0.168679,0.005259,0.099634,0.002518,0.194983,0.002962,0.129064,0.0,0.049726,0.0,0.108969,0.001691,0.17937,0.002004,0.383333,0.129298,10
drawer_retrieval,irreversible_damage_risk,heldout_combined_contact_uncertainty,deterministic_symbolic_tamp,0.266667,0.130667,-0.079087,0.097526,0.258499,0.003318,0.206875,0.002888,0.208658,0.002617,0.177529,0.004653,0.105068,0.001749,0.194564,0.002026,0.131533,0.0,0.043642,0.0,0.12296,0.00233,0.172601,0.002731,0.483333,0.141556,10
drawer_retrieval,branch_resource_depletion,nominal,deterministic_symbolic_tamp,0.466667,0.126985,0.216489,0.125598,0.177299,0.003743,0.139201,0.003375,0.12805,0.002156,0.178862,0.005555,0.068037,0.002736,0.134208,0.002727,0.106688,0.0,0.021546,0.0,0.081626,0.002381,0.107593,0.002319,0.333333,0.153992,10
drawer_retrieval,branch_resource_depletion,seen_shift,deterministic_symbolic_tamp,0.466667,0.065333,0.17243,0.06419,0.204905,0.00335,0.161342,0.002845,0.154673,0.001623,0.176582,0.005564,0.079463,0.001883,0.152772,0.002656,0.115358,0.0,0.028744,0.0,0.092917,0.002025,0.129168,0.002478,0.25,0.155905,10
drawer_retrieval,branch_resource_depletion,unseen_object,deterministic_symbolic_tamp,0.3,0.106689,-0.021868,0.097485,0.230967,0.004464,0.169987,0.001729,0.168621,0.003015,0.179668,0.007778,0.087706,0.002559,0.174269,0.002654,0.119804,0.0,0.032716,0.0,0.105688,0.002227,0.143212,0.002775,0.35,0.113683,10
drawer_retrieval,branch_resource_depletion,unseen_contact,deterministic_symbolic_tamp,0.316667,0.132916,-0.006391,0.114834,0.23877,0.002808,0.185946,0.003308,0.183498,0.003958,0.179159,0.005825,0.08743,0.002624,0.174316,0.002734,0.123244,0.0,0.036635,0.0,0.105315,0.002251,0.154986,0.001466,0.416667,0.183826,10
